domain_full,label
oraki.ca,0
ktil.com.cn,0
wprdc.org,0
jxmsdmuxrmdfcr4ncxin.biz,1
nsek5z36thvero6b6er.info,1
z6tqbzn62dhzf61ezl.biz,1
j3taea34nvkkn5twa.info,1
gwlb.de,0
l7s9627mz8rpwpmlb.info,1
wrq7z2hq3zbp8.com,1
x4pan0r07xi7.com,1
noxmod.com,0
avensis-forum.de,0
tvch.cn,0
misbets.org,0
eco1ee4ejbz.com,1
fw6g148jwcjeuoeqn.com,1
pagaelrescate.com,0
r2kxyu040mlztz7od0.info,1
q29tx73whsizlmdh0d8s.biz,1
ron6sngjqefxy38egvc.org,1
4hsjdhnn5wxc.net,1
i5h28p2eu0nggzij4uu.org,1
g7503jqix6q.org,1
z9276f87v4dq.com,1
smartfactor.com.br,0
calculoid.com,0
nelgjtou6vo2l.com,1
436hgcxe25.info,1
7gll1hit8n.org,1
jib1b570isto.info,1
jzrx6v80lhjs7t.com,1
bvb.de,0
wo8h7zld2ino.com,1
viatelecom.eu,0
zcs1c74chp57a17x2b.net,1
nhdns.de,0
leadwayhealth.com,0
irshums.ac.ir,0
eastsunlite.cn,0
a8s0qmjrg2j8.org,1
dahrjvgu59q6e47f5.net,1
lh5394qws6y.org,1
forms-db.com,0
ametrin.rs,0
uhqpfprbdrj1v90qjtj.org,1
dswawa.com,0
5377o2ye177n9a.net,1
lhsjgg.com,0
masolusi.net,0
lod60k4d5invb.org,1
smha0za5evo36ak.net,1
lbo07pf0u6e2.com,1
tiko.energy,0
ky70bd53hpb7agw.org,1
xsw.tw,0
webcam-video-vast.com,0
jojkoidpihl3ivhjlcy.net,1
flatchr.io,0
icaphila.org,0
haysgjkrpft7.net,1
voz.vn,0
ru22peuvk02.com,1
26reiomydqb.com,0
locklab.co,0
celebrateurbanbirds.org,0
karangasemkab.go.id,0
tustributos.com,0
vagadeempregosp.com,0
pipiniu.com.cn,0
fragrance-others.jp,0
chanute.org,0
lrri3uu99wmnsdhq.info,1
3m5ebsdk3d08171.net,1
3ivuj1qu8dek4uell.org,1
7xbaoebdal32008o0.com,1
firstorder.ai,0
vv5lkdx4nvr1hcpu.net,1
dh0531.cn,0
bene.com,0
999lu.pro,0
9zdsxhh9hjkmx.info,1
t9n0wjd23jjvaqmn.biz,1
wisdom-guild.net,0
r1zpoaxb2b9i7rsxs.org,1
7ou2gag9zhvso4cx.org,1
kljs43y7or8.info,1
nafismedia.ir,0
chetv.ru,0
mindal24.kz,0
4diekjvjx0q.org,1
7p67ssf7loiuhb1shi.net,1
zdrjw.cn,0
goldcointalk.org,0
8y3ylxpe2skm.net,1
mqb24nmsoc4uf35jdvr.net,1
8mi6hdko3kxwk5n60.net,1
hrbell2mep6z54.com,1
4sua3zpsyb7vfexxu.net,1
q8g35ouit8c.com,1
579ocm3lyj.com,1
injora.com,0
alarmtrade.ru,0
turtle-wow.org,0
styledbybec.com.au,0
saveonenergy.ca,0
0ko9k170k9owmpefl.org,1
as8u8aaj0zdd5qxg.org,1
ufsc.br,0
unknowngolf.com,0
s338.com.tw,0
8kagty8m5l.com,1
mcvjlen3feclb1.net,1
blogcatapult.com,0
5mmgb83ukox.org,1
pornolimo.com,0
mathematiquesfaciles.com,0
fvqoxgzp8twezrc3.net,1
girlfriendsfilms.com,0
podos.io,0
yooco.de,0
6f5nkhmeivmea893ez.org,1
c056ztm55u.com,1
yqhsv62q8e5hyta838l.org,1
gdtv.cn,0
5bel4n4ad5zylsapf.org,1
mediaworld.co.jp,0
chemglass.com,0
tvb2ilzntu3g4wc5hof.org,1
bbbonline.org,0
wpgckt.com.cn,0
ijsaoal7xsq3f3.biz,1
3zpus2xl87.biz,1
xaql15k3gaijm511.biz,1
ynbhcfk8yfpdj8fz.info,1
1xbet-rkf.top,0
buzzsneakers.si,0
ric8z598212v8.info,1
p3f1ra7lz8tr3.com,1
dapgmqmad80ydlmy.net,1
8h4tolrly1i7b2xnw.net,1
e9xm0quxztc5uom.org,1
l707xj5ks84ngb89.com,1
newstok.net,0
yhz6iwmbjpypxejg3.info,1
legalanswers.com,0
athalonz.com,0
bearrobotics.ai,0
zf5m19yn3cw2s4tgja9w.com,1
zeebiz.com,0
wsmbh.co,0
condfy.com.br,0
ucl.ac.be,0
jlvzdmju0n4iu.org,1
moneywalk.money,0
sbt731hrzn.org,1
k45sq91c7z5qz8lfm6.info,1
storyberries.com,0
7b7h1atjuwy.biz,1
12qyevb3ioop.biz,1
qiratulquran.com,0
4k5ae56223h9.com,1
ww93j0bksoxr9rkc.org,1
newindiantube.mobi,0
x3timv4qdzxug1g2gvhp.org,1
q5b7amre5e.com,1
gayporno.tube,0
sfworldwide.com,0
bbnvsx160l13.biz,1
flightschedulepro.com,0
sisalwincity.com,0
0qqztl77qknwg29bn8.info,1
ust5ja7nvp5l321lkhdu.net,1
tempomail.fr,0
herotel.systems,0
ecil.co.in,0
internet24server.de,0
hti3u7102ubq4.net,1
nw75jem89tv4ln9.info,1
gtbp7fxwtg99i.net,1
kfnet.top,0
gala.com,0
v15nhknp2tpw.com,1
17ne2sfwtol6ellrr.biz,1
0d9q5a0is1terzic8.net,1
zcg9yznzbi.com,1
fgyp08eq0d.com,1
proseka-trainer.com,0
vj6b1ogwwk4t2twec0.com,1
kfb02hac42ugg8x8.com,1
9qux4d6vei.org,1
smdwpgq5tg.org,1
specificationauthenticrelentless.com,0
guttersupply.com,0
dnsdigip.eu,0
5de1i6p3t1h43n2cte6f.info,1
maipbdjgqxk0k.info,1
84u5mjra8re.info,1
isexychat.in,0
bytefcdnrd.com,0
milkweed.org,0
qyw6f2n8o9xdsw.org,1
71r8ioyjjysogy3.info,1
dobravoda.ua,0
kedmz4gdra823n.info,1
telenet.be,0
sostarhely.hu,0
infoelba.it,0
bluewin365.com,0
x8vokvnorpkla7bmg.net,1
yoyospins.net,0
swole7450.com,0
g82g234kfmpf5rrfag.com,1
4ong620bvxd1slz.biz,1
491vcrzf7m.org,1
z4onjipt1ojs.info,1
topwikwik.store,0
goldent.cn,0
z95comtdn83me77ju.org,1
mjxw1627chwijhmvd.org,1
sry7r51q09.biz,1
spacerbucket.com,0
hu5oc5yc8781ydqbboon.net,1
a0xjexa36scd8gnily7v.net,1
g18sdzdx4qjzbj747r.org,1
svfydbtdmdzjgn6xn8c.com,1
7v6wdmuhf4whfpov.com,1
pinup-play.in,0
bgt3jk3ksguxxtpioks.net,1
stacksports.com,0
bigland.ru,0
58799kf1rh7wx95.com,1
4s9vtlqt0l3m20.com,1
bf5ebe4s3o.net,1
wizarview.cn,0
stabless.cn,0
yruz.one,0
mississippicountysheriffar.org,0
ebitemp.it,0
8vo3ps52wavchq.biz,1
w4h1p3hrnb9y8rcib0.info,1
ua4rpi713qlgmva7.com,1
happy-size.fr,0
spinomenal.com,0
vec.ca,0
2ueyxv8o56ut1zsqz.biz,1
visitribeesbjerg.cn,0
tam.ne.jp,0
2p8rz2yekd0l.biz,1
3ptak847is4.org,1
ff40066ru9k.com,1
karmanos.org,0
uo3xwpbyhgo.info,1
ingo-web.com,0
openindiana.org,0
regbus.net,0
hpvb58x7yd.com,1
bikl7zs18g1ut36k.org,1
isgjn25g0ooo.org,1
gmya.net,0
movoked.top,0
simonepachera.it,0
6t61wacwzuoplqlv53vb.com,1
priceonomics.com,0
1melbet.top,0
xqng7ekitoudg9zzh8.biz,1
pan58govidmg8sus.biz,1
6k95eyxo9x1138kwgj.biz,1
2supyy2ialx.biz,1
brueggus.de,0
smodcast.com,0
i95g3xnlp1p.info,1
fo0prtjjzn7c9jnjd3om.info,1
oadtk4qezqep.net,1
7setlawdg2ek2dx7.info,1
n2symrrrnca1aer.info,1
w43nsf4eg21p.net,1
cphoto.net,0
assistweb.nl,0
cus7uvsgdm1y2ckmo8a.org,1
goargos.com,0
pwnyqmw5985q1kcj.com,1
6zi3toj8eul4bqf4.com,1
avest.by,0
casmarglobal.com,0
exaksy4zr2ti078.biz,1
phonecase.pk,0
wf8wklim1dud7c.biz,1
0thfu0rtst8s.biz,1
pinpaixi.cn,0
a7oeg7v4o20p6nk.com,1
lotswiin.shop,0
vcita.com,0
vsemsantehnik.ru,0
lrflsvputl2nobc.com,1
theory.org,0
whiteservers.net,0
linkmake.in,0
herole.de,0
9qrl28baye0ef.com,1
sexviet69.cfd,0
q039g11qg1oa.org,1
g0mrykfes331u5vafcxm.net,1
2exumkusm35sf74sstz.biz,1
spl97.com,0
b13f7j7ru2jgnot6nyzj.info,1
openuserjs.org,0
conecttec.net.br,0
dhcnet.net,0
meionews.com,0
l7cvkn4s5a543hueyu.com,1
a4z0v606by9.org,1
uzkjft1gu75w.net,1
pilot.co.jp,0
aj2qno92xu4phg3v.info,1
kanteikyoku.jp,0
zyczopb4b2b4bjam89.biz,1
nttbiz.net,0
cywxgnzddxf2ty3c.org,1
h36zyrlckld.com,1
morefromyourblog.com,0
c1bk1lt97asw29g.net,1
r747r80a8rut6ge33n2.biz,1
ns3.gov.az,0
eueg1x3fmn8r.net,1
r45bkw89bvpg6vkwkss.com,1
quality-essays.com,0
8n5lm94zm5ubbn.com,1
bcrkj2p5bn1f8m6.net,1
yrfvwwp27xn9fpee.net,1
w46iv0t84qn.net,1
grandinstrument.ua,0
j4vdg8bjscyf.org,1
6uq3muqudx.com,1
recepten.se,0
kelvinpowertools.com,0
ktebsdcqpz8p7f3nbf.net,1
levkov.ru,0
moneypool.mx,0
pbbans.com,0
kanjertraining.nl,0
rl8qeqotg4go07tp.org,1
xkfnkt9yelcb8ohj9.net,1
xnoi8xqo92zev24rt.net,1
automotivelinux.org,0
vavada-w1ug.top,0
noggahdenims.com,0
rf3nr8qwpgsgvs80k.info,1
pureaura.in,0
foltitmao5yte3i6vsx.info,1
b0qvsoafar.org,1
wildgrain.com,0
9e6e.cn,0
5denupxv6gxujpum.biz,1
frontalka.com.ua,0
57394.net,0
cchintha.in,0
gofd4tat00jjxo7uh.info,1
keystonecustomhome.com,0
3p9v7indbcvpe85v5.biz,1
vsmarketplacebadges.dev,0
debbiesvillas.co.uk,0
finenordic.com,0
k7nmbpd2jbjbf.com,1
jlasuvup3o.org,1
wew8th621os.biz,1
jiauexxaf8tyo8gtja.com,1
389win.org,0
9odzjl80w4qwituf7lh.biz,1
jgmt0g5u5ijbh.net,1
soqgtpu4vh.net,1
slmag.ru,0
cguvztu.com.cn,0
5v2go9fv2j.com,1
bg5ewuttwzgc.info,1
ni3bd7iln3uhi.net,1
m66g7uk7kc81jc9.net,1
389win10.com,0
749nd5kgxjht4.net,1
4s6h86e0ja.biz,1
arskland.ru,0
masxowfrlcmtkqd.info,1
mv5m5gd3a8hmdc3a9.biz,1
planetbids.com,0
0pygdyrj9y291ha3ncvd.net,1
resultsuniversalunlimitedjh.com,0
logo.ee,0
agg8i6fn27mdnsq5uxkm.com,1
70ulzb.cn,0
as3dx84mssv6sv.org,1
05iad99eylaxe4sd.com,1
nex333vips.com,0
hjak953pqo94zf0jtsx.info,1
c4cmc1xs6brz.biz,1
888jogo84.com,0
reifen24.de,0
afblfit7r7blgb.info,1
rumblerummyofficial.info,0
cirt.app,0
h0rhbn7wumh.net,1
e5da5ppwrqdt8l4.org,1
nadirdoviz.com,0
fw5rdgi7dhnyo5beh8s2.net,1
nsnumeris.ca,0
05kf2i6js82zljlhtk.org,1
pvph8duecftfbrvn.org,1
0hlaac0hnwv.net,1
k8dr4l9wd06t6hnkx.info,1
therugbyforum.com,0
konseptika.com,0
lezdkt6rx4j.info,1
chainsawspares.com.au,0
lovingem.com.cn,0
theancestorhunt.com,0
i35l9fq9xpln.net,1
jkuc6lu2i419.info,1
vhsh.cn,0
yw4alz1ynyue4.com,1
70dxhvnl9m61.org,1
sonoticias.com.br,0
8t7ats2wdx4km820i.info,1
nicolacooper.co.za,0
3kwdispx6sze8.info,1
8cltd611sro4pmlsoga.com,1
bbhcsd.org,0
is-blog.com,0
6yi8rmn1cx2.net,1
exberliner.com,0
e-voice.org.uk,0
mnu.edu,0
stadionshop.com,0
yayatex.cn,0
n71f7oqtudwllxex.net,1
tesisquare-platform.net,0
ischemaviewtrials.com,0
r8yvgtskbt7qkcg5hbo.net,1
v42uvremy1ce7i18.net,1
e6ts3dnbc4liac0qlivk.net,1
aj2563.bid,0
afternoah.com,0
chaturbate.lat,0
maemo.org,0
kje1xui555y.net,1
inprofin.ru,0
lingeriebratacado.com.br,0
ondmarc.com,0
k4hhbtejr5n.com,1
downredbuddrive.com,0
m4lllyvtyqe3515qyp.net,1
ehpbs3rixj8g9vi2s6w.biz,1
createaclickablemap.com,0
c2381.cn,0
tylj8w994i7j6d.net,1
feme12bqyw15e.info,1
ellixar.top,0
zhq0db20lrzmgpc9r0vx.org,1
ewcgmcyjyeq.com,1
so6igeokvtfpfy2i9.net,1
rexegg.com,0
b5b4tkaadjre19nr.info,1
rallybound.com,0
sime.md,0
lumo.llc,0
fishidy.com,0
reserv.jp,0
alexreviewstech.com,0
cwzjisge1rd.org,1
bzqjpdoo35azcl.org,1
www.vic.gov.au,0
charitywater.org,0
alvdkrfc8yr.biz,1
90ti3afb7m24vz.info,1
elverys.ie,0
nabchelny.ru,0
fzg04x6ghqs4h2.org,1
egopvp.com,0
howoge.de,0
momrah.gov.sa,0
organsunleashfled.com,0
vorwartspharma.com,0
c1yerei5p6r8d0veb4.net,1
t45cb4qq789ui49.info,1
gqsrhemnt11wbc6fptn.biz,1
thestampsoflife.com,0
powerhost.in,0
itrn7g9vq2b.info,1
bodybuildingsbest.com,0
4nvg40c5tbtwb.biz,1
s2y2y10a1fmyhw0c.net,1
gd5aekkb0a4tk.com,1
c9rbx79i87x.net,1
minimuspromos.com,0
ppy6yw1mo7eycmmgmv.net,1
rhuyy7qt1svqz4e.org,1
dlvkyzclpto1.org,1
hilajiyttgsp0soxzex.org,1
b3t121htw1pl2l.com,1
vfa0tpbrhshs1de.org,1
5zyczrwrzg.org,1
banreservas.com,0
darknaija.com,0
fmu1u83axvj8xba.biz,1
lodyo.com,0
cheese-lab.ru,0
idi9nx7malpi.net,1
0tnfawqzr0g1jk.com,1
57tfldglz53r694hp7.info,1
sparkyfacts.co.uk,0
jh0an8zc9u8ebqqqh.net,1
f3i7gaj39g0siz5ib4.info,1
purenutrition.in,0
qr73fd2szd.info,1
avalingerie.pl,0
tszwh4cs66ffvma.com,1
uaslp.mx,0
ablecom.net,0
l8nj34mebteo8dvaq.org,1
vanauthentic.com,0
gospin123c.com,0
gorillaworkwear.co.uk,0
nzo97iz9x022vqcz.net,1
vaz.ee,0
7ch7lmtyphp1.com,1
zurich.com.ar,0
fiskalpro.eu,0
virtutel.com.au,0
fendi.com,0
dentalxchange.com,0
38wjh6g21f0aq.com,1
pyym298oav2o131709h3.org,1
yj0743lxiubsoa595.org,1
oai03deyv701wqepomoo.biz,1
educationcannotwait.org,0
jiajims.cn,0
njqjcm1uthstdouro.org,1
voucherwonderland.com,0
v9qbficbz9.org,1
am2gt58u36lkuw.net,1
1tz7f1zcynw.info,1
at3dmhlr0lkhjr0hn29.net,1
l0nhqxy78pilai5bcgvt.biz,1
activeworld.com.au,0
fotbalovymanazer.cz,0
8iv6oore7ojt9qhm.com,1
tactl.com,0
daltonseminuevos.com.mx,0
oe4ffp2ndp.net,1
zyktkrurmuto8.biz,1
2ntf0bpt14m93gu60.net,1
2cwvot7d69locc.biz,1
michaelkorsmail.com,0
gametracking.club,0
9l9mqczrzg.net,1
l2warland.com,0
vegamovieso.com.in,0
4nb7d59avw979tj5ikn.net,1
bestsexporno.com,0
mail-zr.com,0
89sfgsp4qmoujx.org,1
p0iznwabz2c2zh1s7.net,1
brunopremios.com,0
kunesrv.com,0
theoldgloryrun.com,0
livingspaces.com,0
johndeereinnovation.com,0
nmknf.ru,0
suhvmuw4h6u.org,1
datawire.gr,0
j74n7v3743ii5.net,1
e1vqh2liguo1t6gq.biz,1
nngi23q9eptdhxy5srb.info,1
lydow.com,0
sg9a2a1pbpydvglnz.biz,1
wsmy3bd7vand8tx6.com,1
1xhc865dqvdzo61cjj.info,1
wingsandwheels.com,0
qjsreemjdbntnueom71.org,1
kmrcizgknffel1c6gkz2.net,1
morashop.ar,0
gqitalia.it,0
suitsbysadia.com,0
wego.ps,0
toray-ppo.com,0
transfucking.com,0
xg9241niu4x1e27.info,1
whldtdix4fljbenji9pj.biz,1
serbajitu2.com,0
u1fn0ov69qbui.biz,1
ohra-zorg.nl,0
infarmbureau.com,0
liyihuakm.cn,0
7xalvwios7w0nhmfdckp.org,1
n2svkwwwtfmcn4oa9.org,1
iktaquu5zi2.net,1
ratuflores.com,0
modernsurvivalblog.com,0
bike-components.de,0
oil-city.ir,0
komiesc.ru,0
d8qr3qzokpb.net,1
miestogijos.lt,0
3ds2kavm137ch.biz,1
thundermisthealth.org,0
e6cekro4rf.org,1
c7x9z4z5vdc.info,1
huj6efiirylsibufflb.biz,1
luengoo.com,0
quq1m37ror41frrjf.com,1
0d5d2whtt3b.com,1
rlzzw678czffu.net,1
a6nhiyeb1uns.info,1
cnyes.cool,0
3vmcbygdaylwrdzl.com,1
spambox.co.za,0
p30x3blrpi.com,1
vgames.tech,0
qeohvolzdeb079eozq.org,1
cs4ocfblqwoqdynv9.biz,1
farap2p.ir,0
yhnzv9dbh4dcdu0.info,1
g4ty40edw65zq2uce.biz,1
lactuchaude.fr,0
lfki6cnpcdsk3pte1.com,1
prooffice.nl,0
5bglirnhkrb699ju.com,1
zsqjmu.cn,0
bybak.com,0
swpea.com,0
newstalkzb.co.nz,0
opalbpm.com,0
r73lnzx8i7w4f2.info,1
telur33a.com,0
indiangroceryeurope.com,0
v7c1b0wqjc6c46.biz,1
lumories.gr,0
sportsbettingaffiliates.ag,0
vjvr1z3yitqcl9hm1cv.biz,1
04bvjfw4vqyo.org,1
dnsomatic.com,0
vaspian.net,0
scorecloud.com,0
f0dehqbvlhy9.com,1
9c5gv2h42w03m.org,1
9fq4hsxqgkzrgo8fwvn.com,1
audioreview.com,0
shemalexe.com,0
median-kliniken.de,0
daq0jr1s2vtq5keyx.net,1
turkcellesirket.com,0
u7581tlbt5k1fuw7qn3.net,1
rtulvx3u3ipozqv95i.org,1
vwiz0doaiivtl1fe8hl6.org,1
ntg.co,0
1ozxbs4g19.info,1
0148ga0nx4w4yj3d.net,1
suu46ne8l7rxsy8xn.info,1
farachart.com,0
2i9lifv4e96s1stxm.info,1
economicos.cl,0
hostingnox.com,0
zeom.net,0
winnicalidla.pl,0
taggermedia.com,0
b7mluoskiqtstfd.org,1
nto7c05fpza986b.net,1
spbsut.ru,0
9cp43qngjauu.info,1
sunco.co.jp,0
fo5c2.net,0
98gsp2k7c0k.com,1
57rfjhr0gk.info,1
ik76tkn617o.org,1
l53rq9dwox9jg99.biz,1
benefitcounsellor.com,0
xp00e32gtyfzy0.com,1
446win44.com,0
cademinhaentrega.com.br,0
33i82e6miv53.org,1
rdnsbox.us,0
moldespdf.com.br,0
fbu6u24atggu.com,1
gohdqmkdb8lqo6.net,1
x-ray.ca,0
christianheadlines.com,0
casinopromo.ru,0
projectworksapp.com,0
zilliondesigns.com,0
2dboss.com,0
vitalchoice.com,0
ujfwgbefx69nh3.org,1
knuobkg2yyu.com,1
bgcgibxukl271.biz,1
82st1goeq4qkjyt03k0.org,1
formulatorsampleshop.com,0
meta.vn,0
musicman.co.jp,0
tonk.ru,0
kr.gov.ua,0
0657y.com,0
owneriq.net,0
ismtelecom.com.br,0
mqz53b10hwk.info,1
luckywin882.com,0
wscr2jck465h60306nq.net,1
zjgn5g9ruvartgd29bu6.com,1
mkhost.mk,0
sharpinnovations.com,0
5cf1sa7pyl10lfpn.net,1
m2ljjed7bb6wjnw.org,1
businesspundit.com,0
xyvbg8mydvu.biz,1
hxtz0rr1kj5ddte2yqo.info,1
egrvn.cn,0
hawk.live,0
mikrotik.by,0
kloterfarms.com,0
gijobs.com,0
weixadqsxn3r1np6.org,1
elchiapaneco.com,0
onthehill.jp,0
8hp5fql1rtiqo1v.biz,1
tubetown.net,0
episcopalrelief.org,0
ashtech.in,0
gearelevation.com,0
paratic.com,0
ctsblcummn1tt8.net,1
matchmx.fm,0
radiosdelperu.com.pe,0
noriko-slot.com,0
frydge.uk,0
rrock.ru,0
pqxd9ui7cy.org,1
hhj05zwfh1.com,1
bioplanet.pl,0
b21eeqsw57c.net,1
linkedinlabs.com,0
xn----itbkgb9adccau2a.name,0
ozxpnmsezh5jnmcer.info,1
click-tt.de,0
3hpix5klfiq.com,1
mcstatistics.org,0
bsxklizbpetz2f.net,1
vkj4etpdj4kr.com,1
4tgajffzoj.biz,1
trerdzu.com,0
wc3kiry4w70isvkhs.biz,1
dumahmao.ru,0
sdc.org.cn,0
shinronavi.com,0
3d15f11vrxkq.biz,1
8e6m6dxwstmt33s2uoig.net,1
raysf528pb0.biz,1
douradosnews.com.br,0
nopticaret.com,0
kurz-mal-weg.de,0
ix04chs0b1lv0vx8t.org,1
lacoste.ae,0
redecompleta.net.br,0
hxrzob8fcb1g.org,1
zzz2kzkbj7ojqc.biz,1
getic.com,0
pbu5xdiofeex.org,1
igsp79023x1lnm.biz,1
jlawstock.com,0
zoo-frankfurt.de,0
srrwcu3y4dzn4.net,1
payments.ca,0
dnspog.com,0
qsuthibz5ea5wr0wex.info,1
kemoal.com.cn,0
h7jzoqxmmp0.net,1
5gbj8vl1wez28r55cs.info,1
inbex.ru,0
youtube.ru,0
xxgjl27cklc.biz,1
dhdt.net,0
gscpa.org,0
ktvi1hugb1zort8h.info,1
p9838.cn,0
motostion.com,0
xdzntx.cn,0
n16okglomh6xywhf3q.org,1
xn--80aalcbc2bocdadlpp9nfk.xn--d1acj3b,0
purelyxxx.com,0
5mfn6trxlx0c3b2q.net,1
t2kweoecp9hpjq.info,1
zuvlcvv7fxxisu.org,1
hiwelink.com,0
porttechnology.org,0
varv2hx1j47qxkv0lfce.com,1
22u1la63c3wbk7.org,1
gatagold.com,0
csmox5x24g40.com,1
chinatarot.com,0
i-zone.pro,0
nhzk8kgw4pn5lf.com,1
u2vvt8iu2fxm0iv.org,1
vividstormscreen.com,0
g8a4xi7owkhb8erbcbf.com,1
plrret.com,0
9vs2xxb3o0gbefs2v5.net,1
xofhnq7oiyu55wb.com,1
obtv4ozgf225pm5.biz,1
gkkiqeivxk2v26pauo.org,1
glndj0bhxntbr8en6.com,1
ypg7u6ea9i7z5.net,1
5e68eio8j6mc6zcqli1j.biz,1
cylindrical-wave.com,0
02idsxxaylod193e5u1.net,1
9rqaj577d9cq1fd.info,1
ysei7c6mq085curkz.biz,1
bdh0oftvs2.org,1
32ykf0kcu0l7.info,1
navigarefacile.it,0
fz7r9qdvf1k6v056rr.com,1
hebrewpod101.com,0
drivetrafficwebsite.com,0
zhzrd8z9e8.info,1
navaaza.ir,0
d2fsr0s5a7nbk7b.info,1
polarisft.com,0
zhvt1hryikq24por.net,1
cairosales.com,0
am9pma4bi4hye.org,1
renault.pl,0
tibbxef1ggdhj1.com,1
riyb10nvnchm1q27uqx.net,1
nabiscoworld.com,0
xlfr0ecvrwyj5f.org,1
1a5ygy7aybyo3.com,1
itoolab.com,0
t4odoloubvv7p8.info,1
ezdy15youj2gzahndky4.biz,1
t0ujr59mom811p1rez1l.biz,1
kreuzwerker.net,0
km46ypb80xc7sbyqvb7.com,1
albws.cn,0
d9591cc0jhtqt.org,1
omc.tech,0
z9ch5ku6zj939vtng1nj.net,1
ohsdns.com,0
m9efnq4wfgrpi.net,1
map.gov.hk,0
li8j7dz695fgb72j.org,1
fclop.com,0
u8a7n1ios851pwhbg7gx.net,1
wva1etyohh6znz8i.biz,1
9olbah75xx7.net,1
vkbklnjp3ljsuh1l1.net,1
1rdm345m3le2i.com,1
c4ftvvp0byh03kecp.biz,1
system7today.com,0
glorb.com,0
osk2erp7pasc2n0s5ft.com,1
m2mfan.it,0
bigexch.com,0
1crs.ru,0
1tns2yfhd37lr42jnc1r.info,1
amway.com.br,0
betwing88spin.com,0
grubtech.io,0
qlxoch9v1wp8oon.net,1
cry7qwv7nt3m5a.biz,1
urqm.cn,0
24digital.info,0
pvt.net,0
kilp.cn,0
shoperol.com,0
jardan.com.au,0
unravelapp.com,0
sexteen.pro,0
j38us66abwf5awe4iyu.biz,1
1rerejm2ctzf4.net,1
2vumekyv15.biz,1
3320s9q9bz.biz,1
vykvdz3lnkqv.com,1
editorialmanager.com,0
zez6t43ahsm6mh2v6.info,1
munisense.net,0
utyjt051cl6xc2ig3kbs.biz,1
hzjt9osxmfm0ioyjx.biz,1
cvdsn.com,0
fok1vkuoosj.biz,1
laferte.com,0
jr99ds7pkh.org,1
vhifyjkiasu6y5yhg.info,1
papyrus.vip,0
ouhev2t0elij.net,1
enjoyflorida.com,0
clbmarketing.com,0
uxo1ovzi5mhpgle1.biz,1
c1lyp4l5ddgv69.net,1
en2cnull2eh5.info,1
b21ee7xjf2p.org,1
a20ihphpgc3q9ho4.biz,1
med519ukmi.info,1
cy1pgh5n45cyf1d0wxt.info,1
abdlqqs7tq21.net,1
mry.best,0
an35x2q2d7s84.com,1
msgtong.co.kr,0
cybermed.hr,0
gaozhou110.cn,0
eia8qr64vlugg4ga143.org,1
innerflo.me,0
melaka.gov.my,0
lnb6isfkuldyb5kd.net,1
r-t.jp,0
fidschiontheway.com,0
kyylaywnx2jw.com,1
jmsc.co.jp,0
wrxbei7whz9jy8d.info,1
vf4tj3kf7d.org,1
geometry.net.cn,0
9exc68nufuq7.com,1
7reyiai8fo0n.net,1
tn7lwbging0a7xw43f.info,1
uxvsy0mk1bleftkau5q.com,1
institutojoseantoniogalan.com,0
icg4eqtzfuue99e.com,1
7ilbqfk6bfb7wj6.info,1
boy.co.jp,0
annx8uuf078tjo7r.net,1
872g8nof5w.biz,1
5vmrehcgms2xlr04lma.net,1
accounts-buy-now.org,0
ippraisal.com,0
7zqmuefwhymhlgfsej7.biz,1
youdontcare.com,0
huiyi8.com,0
t5wmp0i79azkrllz18b2.org,1
w1er650be9xgz.info,1
xara.com,0
m2y7ocy5g36hstm62.biz,1
5k1cw726qk.biz,1
bhaktinidhi.com,0
gjh0k00260.com,1
ec9rs36ib5pm2d.net,1
zuer2krz3ckl.com,1
vpqz23a73cjpeu4f4w.com,1
versorgungswerk-gesundheitsberufe.de,0
vsy7v6s1r76x7l.org,1
tokyodisneyresort.jp,0
2k6af6xpvse0d3.org,1
zj8mc611dgv3um.biz,1
ideiagenciadigital.com.br,0
sportsnconnect.com,0
sekaibunka.com,0
03wgoztc69my6y79.biz,1
s0h9l4hyk5vmvvw5.com,1
4vawoefqwso.net,1
2iu74th2.com,0
cj3pd9bosrycy4zm1qnz.info,1
lbq9631zqjuf5rhdmx.net,1
embassies.net,0
emunbmy0ildu57mc59bm.com,1
tngcgd7w7fdt3c4m.com,1
eliudu.cn,0
dronenerds.com,0
apwt4yngo7s0z.info,1
pornosveta24.center,0
tsbfchltkjudgxola3.com,1
loc6z46nplu8z2zejq6.com,1
spinform.ru,0
mqfk8id9ed0qngwmc.info,1
8w3gthhixfc0c.net,1
7b8ae86nllyhz.info,1
intralot.it,0
bigiwin.net,0
w49xd2bywt.info,1
advantagelumber.com,0
ldw7pfxfuieildfmqrbm.org,1
terbesar123.com,0
uatipiy5ivypds.com,1
7tfxm7hukxhdf.com,1
9oflziv1x8rr2p9j.com,1
0dqboyp5eybvqou8femc.net,1
asenelec.com,0
9a5r3jnxm5tof5h.info,1
marinamello.com.br,0
douce-anjou.fr,0
jkon.cn,0
ninepixels.nl,0
cnswe.com,0
dzo-kostroma.ru,0
8hsx9sd60itq16kfe.net,1
dwdui.shop,0
xhreal9.com,0
maintajir4d.com,0
yalla-shoot-llive.com,0
aquis.eu,0
cluster-fluster.com,0
coinsniper.net,0
otmdogms21mxx57e.info,1
